Absolute Path,Relative Path,Class,Label,Height,Width,Depth
D:\PYTHON_cem3\dataset\brown_bear\0184.jpg,brown_bear\0184.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0185.jpg,brown_bear\0185.jpg,brown_bear,0,309,480,3
D:\PYTHON_cem3\dataset\brown_bear\0186.jpg,brown_bear\0186.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0187.jpg,brown_bear\0187.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0188.jpg,brown_bear\0188.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0189.jpg,brown_bear\0189.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0190.jpg,brown_bear\0190.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0191.jpg,brown_bear\0191.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0192.jpg,brown_bear\0192.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0193.jpg,brown_bear\0193.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0194.jpg,brown_bear\0194.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0195.jpg,brown_bear\0195.jpg,brown_bear,0,308,480,3
D:\PYTHON_cem3\dataset\brown_bear\0196.jpg,brown_bear\0196.jpg,brown_bear,0,320,479,3
D:\PYTHON_cem3\dataset\brown_bear\0197.jpg,brown_bear\0197.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0198.jpg,brown_bear\0198.jpg,brown_bear,0,320,459,3
D:\PYTHON_cem3\dataset\brown_bear\0199.jpg,brown_bear\0199.jpg,brown_bear,0,320,465,3
D:\PYTHON_cem3\dataset\brown_bear\0200.jpg,brown_bear\0200.jpg,brown_bear,0,292,480,3
D:\PYTHON_cem3\dataset\brown_bear\0201.jpg,brown_bear\0201.jpg,brown_bear,0,320,277,3
D:\PYTHON_cem3\dataset\brown_bear\0202.jpg,brown_bear\0202.jpg,brown_bear,0,320,477,3
D:\PYTHON_cem3\dataset\brown_bear\0203.jpg,brown_bear\0203.jpg,brown_bear,0,320,360,3
D:\PYTHON_cem3\dataset\brown_bear\0204.jpg,brown_bear\0204.jpg,brown_bear,0,320,427,3
D:\PYTHON_cem3\dataset\brown_bear\0205.jpg,brown_bear\0205.jpg,brown_bear,0,210,480,3
D:\PYTHON_cem3\dataset\brown_bear\0206.jpg,brown_bear\0206.jpg,brown_bear,0,310,480,3
D:\PYTHON_cem3\dataset\brown_bear\0207.jpg,brown_bear\0207.jpg,brown_bear,0,317,480,3
D:\PYTHON_cem3\dataset\brown_bear\0208.jpg,brown_bear\0208.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0209.jpg,brown_bear\0209.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0210.jpg,brown_bear\0210.jpg,brown_bear,0,317,480,3
D:\PYTHON_cem3\dataset\brown_bear\0211.jpg,brown_bear\0211.jpg,brown_bear,0,210,480,3
D:\PYTHON_cem3\dataset\brown_bear\0212.jpg,brown_bear\0212.jpg,brown_bear,0,320,479,3
D:\PYTHON_cem3\dataset\brown_bear\0213.jpg,brown_bear\0213.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0214.jpg,brown_bear\0214.jpg,brown_bear,0,320,459,3
D:\PYTHON_cem3\dataset\brown_bear\0215.jpg,brown_bear\0215.jpg,brown_bear,0,320,375,3
D:\PYTHON_cem3\dataset\brown_bear\0216.jpg,brown_bear\0216.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0217.jpg,brown_bear\0217.jpg,brown_bear,0,309,480,3
D:\PYTHON_cem3\dataset\brown_bear\0218.jpg,brown_bear\0218.jpg,brown_bear,0,320,477,3
D:\PYTHON_cem3\dataset\brown_bear\0219.jpg,brown_bear\0219.jpg,brown_bear,0,229,480,3
D:\PYTHON_cem3\dataset\brown_bear\0220.jpg,brown_bear\0220.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0221.jpg,brown_bear\0221.jpg,brown_bear,0,320,373,3
D:\PYTHON_cem3\dataset\brown_bear\0222.jpg,brown_bear\0222.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0223.jpg,brown_bear\0223.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0224.jpg,brown_bear\0224.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0225.jpg,brown_bear\0225.jpg,brown_bear,0,320,478,3
D:\PYTHON_cem3\dataset\brown_bear\0226.jpg,brown_bear\0226.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0227.jpg,brown_bear\0227.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0228.jpg,brown_bear\0228.jpg,brown_bear,0,317,480,3
D:\PYTHON_cem3\dataset\brown_bear\0229.jpg,brown_bear\0229.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0230.jpg,brown_bear\0230.jpg,brown_bear,0,319,480,3
D:\PYTHON_cem3\dataset\brown_bear\0231.jpg,brown_bear\0231.jpg,brown_bear,0,320,421,3
D:\PYTHON_cem3\dataset\brown_bear\0232.jpg,brown_bear\0232.jpg,brown_bear,0,320,437,3
D:\PYTHON_cem3\dataset\brown_bear\0233.jpg,brown_bear\0233.jpg,brown_bear,0,320,479,3
D:\PYTHON_cem3\dataset\brown_bear\0234.jpg,brown_bear\0234.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0235.jpg,brown_bear\0235.jpg,brown_bear,0,320,375,3
D:\PYTHON_cem3\dataset\brown_bear\0236.jpg,brown_bear\0236.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0237.jpg,brown_bear\0237.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0238.jpg,brown_bear\0238.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0239.jpg,brown_bear\0239.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0240.jpg,brown_bear\0240.jpg,brown_bear,0,270,480,3
D:\PYTHON_cem3\dataset\brown_bear\0241.jpg,brown_bear\0241.jpg,brown_bear,0,320,480,3
D:\PYTHON_cem3\dataset\brown_bear\0242.jpg,brown_bear\0242.jpg,brown_bear,0,300,480,3
D:\PYTHON_cem3\dataset\brown_bear\0243.jpg,brown_bear\0243.jpg,brown_bear,0,320,480,3
